Top pages,Clicks,Impressions,CTR,Position
https://modules.theblueprint.training/module-3-3-content-strategy-and-campaigns,0,27,0%,21.26
https://theblueprint.training/webris/#How_long_will_I_have_access,0,26,0%,4.27
https://theblueprint.training/agency-website-template/#The_5_Pages_That_Matter,0,26,0%,7.62
https://theblueprint.training/agency-offer-creation/#Creating_your_offer,0,26,0%,8.5
https://theblueprint.training/agency-offer-creation/#The_offer_statement,0,26,0%,8.5
https://theblueprint.training/agency-offer-creation/#What_is_an_%E2%80%9Coffer%E2%80%9D_exactly,0,26,0%,8.5
https://theblueprint.training/bigger-agency-clients/#Drawbacks_of_working_with_small_clients,0,26,0%,9.73
https://theblueprint.training/seo-templates-every-agency-needs/#4_A_campaign_progress_report_template_that_shows_your_results,0,25,0%,5.8
https://modules.theblueprint.training/view/courses/white-hat-link-building/63650-link-roundups,0,25,0%,27.68
https://theblueprint.training/seo-process/#Phase_1_LEARNING,0,23,0%,8.57
https://theblueprint.training/seo-process/#Phase_2_IMPROVING,0,23,0%,8.57
https://theblueprint.training/seo-process/#Phase_3_BUILDING,0,23,0%,8.57
https://theblueprint.training/joy-hawkins/#Link_Building_Joys_Case_Study,0,21,0%,1.81
https://theblueprint.training/joy-hawkins/#Why_Your_Location_Still_Matters,0,21,0%,1.81
https://theblueprint.training/best-seo-tool-stack/#3_Ahrefs,0,18,0%,7.39
https://theblueprint.training/agency-website-template/#2_Results_page,0,18,0%,7.94
https://modules.theblueprint.training/courses/module-2-6-internal-linking-optimization/198815-2-6-4-finding-internal-link-pairs/507417-2-6-4-3-identifying-pages-in-need-of-inlinks-outlinks,0,18,0%,15.67
https://theblueprint.training/agency-website-template/#5_Blog,0,17,0%,6.65
https://theblueprint.training/best-seo-tool-stack/#2_DeepCrawl,0,17,0%,7.71
https://theblueprint.training/best-seo-tool-stack/#8_Pitchbox,0,16,0%,7.62
https://theblueprint.training/best-seo-tool-stack/#How_did_we_come_up_with_this_list,0,16,0%,7.62
https://theblueprint.training/tools_instructor_tags/david/,0,16,0%,23.31
https://theblueprint.training/seo-templates-every-agency-needs/#2_Stay_on_top_of_your_content_marketing,0,14,0%,6.14
https://modules.theblueprint.training/view/courses/module-2-1-website-quality-audit/361585-analysis,0,14,0%,57.29
https://modules.theblueprint.training/view/courses/sheets-add-on-setup/353578-default-section,0,14,0%,59.57
https://theblueprint.training/webris/#Why_are_you_guys_doing_this,0,13,0%,4.46
https://theblueprint.training/agency-website-template/#4_Micro_Conversion,0,13,0%,6.69
https://modules.theblueprint.training/view/courses/module-1-5-analytics-audit/199093-default-section,0,13,0%,50.69
https://theblueprint.training/blended-search/,0,12,0%,22.33
https://modules.theblueprint.training/view/courses/2-0-agency-productization,0,12,0%,24.17
https://modules.theblueprint.training/courses/masterclass/725744-offer-creation/2114204-wtf-offer,0,12,0%,55
https://modules.theblueprint.training/view/courses/c52ee621-62d2-40e1-9ac0-d246b91eed6a/1197337-managing-project-plans,0,11,0%,48.91
https://modules.theblueprint.training/view/courses/2-0-agency-productization/1121738-project-plan-design,0,11,0%,63
https://theblueprint.training/generate-leads-meta-ads/#Want_Us_To_Teach_You_Exactly_How_To_Get_Clients_For_Your_Agency_Step_By_Step,0,10,0%,7.8
https://theblueprint.training/generate-leads-meta-ads/#Why_Facebook_Ads_%E2%80%93_and_Why_This_Bootcamp,0,10,0%,7.8
https://modules.theblueprint.training/view/courses/module-3-1-content-audit,0,10,0%,43.8
https://theblueprint.training/content-brief-template/#SEO_content_brief_example,0,9,0%,5.44
https://modules.theblueprint.training/view/courses/sheets-add-on-setup/354510-copying-running-templates,0,9,0%,5.89
https://modules.theblueprint.training/view/courses/module-5-3-agency-pulse-reporting/199178-default-section/582291-5-3-1-what-is-the-pulse-report,0,9,0%,18.89
https://modules.theblueprint.training/b71af146-db54-44be-b2e7-af0f33c9ab78,0,9,0%,44.89
https://modules.theblueprint.training/view/courses/sheets-add-on-setup/353579-configuring-your-agency-setup/1006206-copying-a-new-project-management-tracker,0,9,0%,52.44
https://modules.theblueprint.training/view/courses/c52ee621-62d2-40e1-9ac0-d246b91eed6a/1197335-creating-the-project-plan,0,9,0%,77.56
https://theblueprint.training/seo-roi/#ROI_of_SEO_for_Ecommerce_sites,0,8,0%,3.25
https://theblueprint.training/seo-roi/#The_basic_formula_for_ROI,0,8,0%,3.25
https://theblueprint.training/agency-growth/#Ceiling_1_Cant_get_new_clients_consistently,0,8,0%,3.5
https://theblueprint.training/agency-growth/#Ceiling_2_Cant_get_consistent_results,0,8,0%,3.5
https://modules.theblueprint.training/view/courses/c52ee621-62d2-40e1-9ac0-d246b91eed6a/1197334-start-here/3635996-our-full-pm-system,0,8,0%,7.5
https://modules.theblueprint.training/view/courses/c52ee621-62d2-40e1-9ac0-d246b91eed6a,0,8,0%,22.62
https://modules.theblueprint.training/view/courses/white-hat-link-building/63669-content-promotion-hacks,0,8,0%,33.88
https://theblueprint.training/best-seo-tool-stack/#6_Google_Suite,0,7,0%,5
https://theblueprint.training/agency-website-template/#How_To_%E2%80%9CPrune%E2%80%9D_All_Other_Pages,0,7,0%,6.86
https://modules.theblueprint.training/courses/agency-sales-attracting-closing-clients/155082-1-3-generating-leads-fb-ads-execution,0,7,0%,8.43
https://theblueprint.training/agency-growth-framework-jason-swenk/#06_54_Youve_acquired_nine_agencies_What_are_you_looking_for_on_the_other_end_now_being_the_actual_acquirer,0,7,0%,9.14
https://theblueprint.training/agency-growth-framework-jason-swenk/#09_53_How_are_you_calculating_the_multiples_as_a_change_from_agency_to_agency_and_what_is_the_standard_multiple_that_you_see_in_the_agency_space,0,7,0%,9.14
https://theblueprint.training/category/office-hours/,0,7,0%,17.86
https://theblueprint.training/expand-ranking-radius/,0,7,0%,23.57
https://modules.theblueprint.training/courses/agency-sales-attracting-closing-clients/155697-1-6-generating-leads-cold-outreach/663938-1-6-3-prospecting-google-search,0,7,0%,28.71
https://modules.theblueprint.training/courses/module-5-3-agency-pulse-reporting,0,7,0%,40.43
https://modules.theblueprint.training/bonus-module-ecommerce-cannabis-case-study,0,7,0%,53.14
https://modules.theblueprint.training/view/courses/agency-sales-attracting-closing-clients/116948-1-2-fb-ads-strategy/496095-1-2-13-mid-funnels-ads-webinar-ads-review,0,7,0%,55.57
https://modules.theblueprint.training/view/courses/module-3-1-content-audit/47611-default-section/142102-3-1-content-audit-overview,0,7,0%,76.86
https://modules.theblueprint.training/view/courses/2-0-agency-productization/1121705-creating-sops,0,6,0%,4.5
https://theblueprint.training/content-brief-template/#What_is_a_content_brief,0,6,0%,4.67
https://theblueprint.training/why-productize-agency/#7_Reasons_to_Productize_Your_Agency_Service,0,6,0%,5.5
https://theblueprint.training/seo-tinder/#1_PBNs_and_Web_20s,0,6,0%,9.17
https://theblueprint.training/seo-tinder/#3_E-A-T_and_YMYL,0,6,0%,9.17
https://modules.theblueprint.training/courses/agency-sales-attracting-closing-clients/116948-1-2-fb-ads-strategy/471444-1-2-9-mid-funnel-ads-the-webinar-process,0,6,0%,14.5
https://modules.theblueprint.training/view/courses/module-2-3-keyword-research-for-existing-pages/46572-additional-resources/132176-keyword-research-case-study-laces-out,0,6,0%,16.5
https://theblueprint.training/wp-content/uploads/2024/06/Screenshot-2024-08-26-at-7.51.30 AM.jpg,0,6,0%,26.33
https://modules.theblueprint.training/view/courses/module-3-3-content-strategy-and-campaigns/47613-default-section/390294-3-3-0-intro-to-the-content-module,0,6,0%,36.17
https://theblueprint.training/best-seo-tool-stack/#4_Keywords_Everywhere,0,5,0%,5
https://modules.theblueprint.training/view/courses/seo-project-management,0,5,0%,5.8
https://theblueprint.training/wp-content/uploads/2019/05/Standard_Pricing_Table.jpg,0,5,0%,13.4
https://modules.theblueprint.training/2-0-agency-productization,0,5,0%,37.6
https://theblueprint.training/seo-roi/#Defining_the_formula_inputs,0,4,0%,4
https://modules.theblueprint.training/b872f171-6755-4502-b925-634722972653,0,4,0%,4.75
https://theblueprint.training/why-productize-agency/#Introducing%E2%80%A6Productized_services,0,4,0%,5
https://modules.theblueprint.training/view/courses/seo-reporting,0,4,0%,6
https://modules.theblueprint.training/view/courses/0231abe9-49e3-4a8e-9179-ab9daf87eba6/1197325-start-here/3635978-process,0,4,0%,7
https://theblueprint.training/content-brief-template/#The_benefits_of_a_duplicatable_creative_brief,0,4,0%,7.75
https://theblueprint.training/agency-growth-framework-jason-swenk/#01_25_Tell_us_about_yourself_and_what_you_do,0,4,0%,9
https://theblueprint.training/agency-growth-framework-jason-swenk/#02_35_What_were_you_doing_back_in_%E2%80%9899_and_how_did_you_evolve,0,4,0%,9
https://theblueprint.training/agency-growth-framework-jason-swenk/#03_38_In_terms_of_services_you_were_providing_were_you_focused_on_a_niche,0,4,0%,9
https://theblueprint.training/agency-growth-framework-jason-swenk/#04_40_How_did_it_come_about_for_you_in_terms_of_being_acquired,0,4,0%,9
https://theblueprint.training/agency-growth-framework-jason-swenk/#16_57_You_have_a_specific_framework_for_growing_agencies_Can_you_tell_us_about_that,0,4,0%,9
https://modules.theblueprint.training/view/courses/agency-sales-attracting-closing-clients/155697-1-4-cold-outreach/628731-bonus-building-your-agency-s-outbound-pipeline-live-consulting,0,4,0%,54.25
https://modules.theblueprint.training/view/courses/0231abe9-49e3-4a8e-9179-ab9daf87eba6/1197325-start-here,0,3,0%,2.67
https://theblueprint.training/agency-website-template/#3_Macro_Conversion,0,3,0%,5
https://modules.theblueprint.training/view/courses/agency-sales-attracting-closing-clients/155697-1-4-cold-outreach/659398-1-6-1-intro-to-cold-outreach,0,3,0%,5.33
https://modules.theblueprint.training/view/courses/white-hat-link-building/63673-ninja-tactics,0,3,0%,6.33
https://theblueprint.training/seo-templates-every-agency-needs/#1_Hyper_focus_your_keyword_research,0,3,0%,6.33
https://theblueprint.training/best-seo-tool-stack/#5_Clearscope,0,3,0%,7
https://modules.theblueprint.training/courses/module-3-3-content-strategy-and-campaigns,0,3,0%,8
https://modules.theblueprint.training/view/courses/module-2-1-website-quality-audit/361586-start-here,0,3,0%,8.33
https://theblueprint.training/seo-competitive-analysis/#How_to_analyze_your_SEO_competition,0,3,0%,9.67
https://theblueprint.training/seo-competitive-analysis/#How_to_find_your_SEO_competition,0,3,0%,9.67
https://theblueprint.training/seo-competitive-analysis/#a_Use_SEMRush_to_find_competitors_based_on_keywords_in_common,0,3,0%,9.67
https://modules.theblueprint.training/courses/white-hat-link-building/44187-section-1-intro-to-link-building-processes/128119-understanding-the-roles-in-the-process,0,3,0%,10.33
https://theblueprint.training/wp-content/uploads/2021/05/page-brief-templat-example.png,0,3,0%,27.67
https://modules.theblueprint.training/view/courses/competitive-analysis/41281-default-section/129485-competitive-analysis-overview,0,2,0%,4
https://theblueprint.training/agency-growth/#Solution_1_Dial_in_a_single_lead_source,0,2,0%,5.5
https://theblueprint.training/agency-growth/#Solution_2_Simplify_and_do_less,0,2,0%,5.5
https://theblueprint.training/best-seo-tool-stack/#1_Google_Tag_Manager,0,2,0%,6
https://modules.theblueprint.training/view/courses/white-hat-link-building/44185-getting-started,0,2,0%,6.5
https://theblueprint.training/why-productize-agency/#How_do_I_%E2%80%9CProductize%E2%80%9D_my_agency,0,2,0%,6.5
https://modules.theblueprint.training/4-1-link-building-strategy,0,2,0%,7
https://modules.theblueprint.training/view/courses/2-0-agency-productization/1121632-start-here,0,2,0%,8.5
https://modules.theblueprint.training/view/courses/seo-project-management/47274-start-here/1026500-project-management-intro,0,2,0%,8.5
https://theblueprint.training/wp-content/uploads/2024/02/Screenshot-2024-02-15-at-10.09.49 AM.png,0,2,0%,8.5
https://theblueprint.training/marketing-your-agency-ruan-marinho/#08_43_What_should_agencies_be_focusing_on_right_now,0,2,0%,9
https://theblueprint.training/wp-content/uploads/2019/03/Screen-Shot-2019-03-23-at-5.36.50-PM.png,0,2,0%,23
https://modules.theblueprint.training/courses/module-1-5-analytics-audit,0,2,0%,79.5
https://modules.theblueprint.training/courses/sheets-add-on-setup/355077-installing-the-add-on,0,2,0%,80.5
https://theblueprint.training/wp-content/uploads/2018/12/Fill-1@2x.png,0,1,0%,1
https://modules.theblueprint.training/view/courses/white-hat-link-building/44187-section-1-intro-to-link-building-processes,0,1,0%,3
https://theblueprint.training/link-building-case-study/#1_What_did_we_learn_from_our_study,0,1,0%,3
https://theblueprint.training/link-building-case-study/#2_What_has_changed_in_link_building,0,1,0%,3
https://theblueprint.training/project-organic-traffic/,0,1,0%,4
https://theblueprint.training/wp-content/uploads/2019/05/Screen-Shot-2019-05-15-at-9.50.57-AM.png,0,1,0%,4
https://theblueprint.training/group/,0,1,0%,7
https://modules.theblueprint.training/courses/module-2-2-technical-seo-audits,0,1,0%,8
https://theblueprint.training/get-featured-podcasts/#1_Podcast_outreach_strategy,0,1,0%,8
https://theblueprint.training/get-featured-podcasts/#2_Prospecting_for_podcasts,0,1,0%,8
https://theblueprint.training/get-featured-podcasts/#3_Clean_and_organize_the_podcast_opportunities,0,1,0%,8
https://theblueprint.training/get-featured-podcasts/#The_podcast_outreach_process,0,1,0%,8
https://theblueprint.training/get-featured-podcasts/#Why_get_featured_on_podcasts,0,1,0%,8
https://theblueprint.training/marketing-your-agency-ruan-marinho/#17_07_How_were_you_able_to_get_enough_leads_to_support_your_business_model,0,1,0%,8
https://modules.theblueprint.training/courses/agency-sales-attracting-closing-clients/116948-1-2-generating-leads-fb-ads-strategy/490364-1-2-11-mid-funnels-ads-landing-pages,0,1,0%,9
https://modules.theblueprint.training/courses/onboarding,0,1,0%,9
https://theblueprint.training/chris-dreyer/#Niching_Down_The_Power_of_Specialization,0,1,0%,9
https://theblueprint.training/chris-dreyer/#Pricing_Strategies_Tailoring_to_Different_Areas_of_Law,0,1,0%,9
https://theblueprint.training/wp-content/uploads/2024/06/1.png,0,1,0%,9
https://theblueprint.training/content-brief-template/#What_to_include_in_a_content_brief,0,1,0%,10
https://theblueprint.training/marketing-your-agency-ruan-marinho/#12_33_When_you_sell_do_you_offer_one_package_that_includes_both_SEO_and_AdWords,0,1,0%,10
https://theblueprint.training/trainings_instructor_tags/david/,0,1,0%,10
https://modules.theblueprint.training/view/courses/module-2-6-internal-linking-optimization/172027-default-section/507408-2-6-2-walkthrough-of-the-template,0,1,0%,11
https://modules.theblueprint.training/courses/module-2-3-keyword-research-for-existing-pages,0,1,0%,12
https://theblueprint.training/wp-content/uploads/2019/05/Screen-Shot-2019-05-02-at-1.36.09-PM.png,0,1,0%,12
https://modules.theblueprint.training/view/courses/white-hat-link-building/63664-podcast-outreach,0,1,0%,13
https://modules.theblueprint.training/courses/sheets-add-on-setup/378667-creating-project-plans,0,1,0%,14
https://modules.theblueprint.training/view/courses/sheets-add-on-setup/353579-configuring-your-agency-setup,0,1,0%,15
https://theblueprint.training/wp-content/uploads/2024/02/Screenshot-2024-02-15-at-9.56.30 AM.jpg,0,1,0%,16
https://theblueprint.training/wp-content/uploads/2019/05/Screen-Shot-2019-05-02-at-1.19.44-PM.png,0,1,0%,25
https://theblueprint.training/wp-content/uploads/2022/04/25285086.gif,0,1,0%,25
https://modules.theblueprint.training/view/courses/agency-sales-attracting-closing-clients/155697-1-4-cold-outreach/664395-1-6-4-prospecting-linkedin-sales-navigator,0,1,0%,37
https://modules.theblueprint.training/view/courses/seo-project-management/360564-creating-project-plans,0,1,0%,39
https://modules.theblueprint.training/courses/sheets-add-on-setup/407414-adding-clients-tasks,0,1,0%,153
https://modules.theblueprint.training/view/courses/module-5-3-agency-pulse-reporting/199178-default-section,0,1,0%,170
