"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://theblueprint.training/agency-podcast/","text/html; charset=UTF-8","200","OK","Indexable","","79eb8c27e73c93ab1a56940042c14ea2","45","https://theblueprint.training/agency-podcast/","https://theblueprint.training/agency-podcast/"
"https://theblueprint.training/wp-content/themes/understrap-child-master/js/main.min.js?ver=6.9.4","application/javascript","200","OK","Indexable","","","96","","https://theblueprint.training/wp-content/themes/understrap-child-master/js/main.min.js?ver=6.9.4"
"https://theblueprint.training/wp-content/uploads/2024/06/Group-2965.svg","image/svg+xml","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2024/06/Group-2965.svg"
"https://theblueprint.training/wp-content/uploads/2024/09/Group-2973.svg","image/svg+xml","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2024/09/Group-2973.svg"
"https://theblueprint.training/reviews/","text/html; charset=UTF-8","200","OK","Indexable","","1a021481ffb7a023a615b7b4228d4a82","38","https://theblueprint.training/reviews/","https://theblueprint.training/reviews/"
"https://theblueprint.training/results/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","38","","https://theblueprint.training/results/"
"https://theblueprint.training/wp-content/uploads/2024/09/Group-2955.svg","image/svg+xml","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2024/09/Group-2955.svg"
"https://theblueprint.training/terms-and-conditions/","text/html; charset=UTF-8","200","OK","Indexable","","c6bf0ac9d4cf2f0937ce8b1260a60299","51","https://theblueprint.training/terms-and-conditions/","https://theblueprint.training/terms-and-conditions/"
"https://theblueprint.training/wp-content/uploads/2024/08/Rectangle-768-1.png","image/png","200","OK","Indexable","","","76","","https://theblueprint.training/wp-content/uploads/2024/08/Rectangle-768-1.png"
"https://theblueprint.training/wp-content/uploads/2024/07/why_bp_ico_06.svg","image/svg+xml","200","OK","Indexable","","","74","","https://theblueprint.training/wp-content/uploads/2024/07/why_bp_ico_06.svg"
"https://theblueprint.training/wp-content/uploads/2024/06/Group-2955.svg","image/svg+xml","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2024/06/Group-2955.svg"
"https://theblueprint.training/wp-content/uploads/2024/08/Group-2007.svg","image/svg+xml","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2024/08/Group-2007.svg"
"https://theblueprint.training/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","application/javascript","200","OK","Indexable","","","83","","https://theblueprint.training/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1"
"https://theblueprint.training/blueprint-affiliate-program/","text/html; charset=UTF-8","200","OK","Indexable","","62ffb3a6958d708802372cb31a6bbf67","58","https://theblueprint.training/blueprint-affiliate-program/","https://theblueprint.training/blueprint-affiliate-program/"
"https://theblueprint.training/wp-content/uploads/2024/06/image-43-1-150x41.png","image/png","200","OK","Indexable","","","78","","https://theblueprint.training/wp-content/uploads/2024/06/image-43-1-150x41.png"
"https://theblueprint.training/templates-and-sops/","text/html; charset=UTF-8","200","OK","Indexable","","e22f2e7a76eb9550713a12d8ef9e4f78","49","https://theblueprint.training/templates-and-sops/","https://theblueprint.training/templates-and-sops/"
"https://theblueprint.training/wp-content/uploads/2024/05/ryan_photo_24.png","image/png","200","OK","Indexable","","","74","","https://theblueprint.training/wp-content/uploads/2024/05/ryan_photo_24.png"
"https://theblueprint.training/wp-content/uploads/2024/07/why_bp_ico_04.svg","image/svg+xml","200","OK","Indexable","","","74","","https://theblueprint.training/wp-content/uploads/2024/07/why_bp_ico_04.svg"
"https://theblueprint.training/wp-content/themes/understrap-child-master/images24/whinc_item_img.jpg","image/jpeg","200","OK","Indexable","","","99","","https://theblueprint.training/wp-content/themes/understrap-child-master/images24/whinc_item_img.jpg"
"https://theblueprint.training/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","application/javascript","200","OK","Indexable","","","75","","https://theblueprint.training/wp-includes/js/jquery/jquery.min.js?ver=3.7.1"
"https://theblueprint.training/wp-content/themes/understrap-child-master/js/popper.min.js?ver=6.9.4","application/javascript","200","OK","Indexable","","","98","","https://theblueprint.training/wp-content/themes/understrap-child-master/js/popper.min.js?ver=6.9.4"
"https://theblueprint.training/wp-content/themes/understrap-child-master/styles/css/t3_main_min.css?ver=0.5.3","text/css","200","OK","Indexable","","","108","","https://theblueprint.training/wp-content/themes/understrap-child-master/styles/css/t3_main_min.css?ver=0.5.3"
"https://theblueprint.training/wp-content/uploads/2024/06/Group-2979.svg","image/svg+xml","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2024/06/Group-2979.svg"
"https://theblueprint.training/bootcamps/","text/html; charset=UTF-8","200","OK","Indexable","","6c770b419e379c5bbee4a89058f20136","40","https://theblueprint.training/bootcamps/","https://theblueprint.training/bootcamps/"
"https://theblueprint.training/wp-content/uploads/2024/08/Rectangle-768-5.png","image/png","200","OK","Indexable","","","76","","https://theblueprint.training/wp-content/uploads/2024/08/Rectangle-768-5.png"
"https://theblueprint.training/wp-content/uploads/2024/07/piller_24a_ico_1.svg","image/svg+xml","200","OK","Indexable","","","77","","https://theblueprint.training/wp-content/uploads/2024/07/piller_24a_ico_1.svg"
"https://theblueprint.training/wp-content/themes/understrap-child-master/BPT_CSS_2022/header_2022.css","text/css","200","OK","Indexable","","","100","","https://theblueprint.training/wp-content/themes/understrap-child-master/BPT_CSS_2022/header_2022.css"
"https://theblueprint.training/blog/","text/html; charset=UTF-8","200","OK","Indexable","","585c910ccd5be3dd5b5ca50729d0a681","35","https://theblueprint.training/blog/","https://theblueprint.training/blog/"
"https://theblueprint.training/slack-channel/","text/html; charset=UTF-8","200","OK","Indexable","","e4dd4fdefeac15abe227a4e1487a9a54","44","https://theblueprint.training/slack-channel/","https://theblueprint.training/slack-channel/"
"https://theblueprint.training/wp-content/uploads/2024/07/hmhdr24a_img.png","image/png","200","OK","Indexable","","","73","","https://theblueprint.training/wp-content/uploads/2024/07/hmhdr24a_img.png"
"https://theblueprint.training/wp-content/uploads/2024/08/Rectangle-768-6.png","image/png","200","OK","Indexable","","","76","","https://theblueprint.training/wp-content/uploads/2024/08/Rectangle-768-6.png"
"https://theblueprint.training/wp-content/uploads/2022/04/Mask-group.png","image/png","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2022/04/Mask-group.png"
"https://theblueprint.training/wp-content/uploads/2024/07/piller_24a_ico_3.svg","image/svg+xml","200","OK","Indexable","","","77","","https://theblueprint.training/wp-content/uploads/2024/07/piller_24a_ico_3.svg"
"https://theblueprint.training/wp-content/themes/understrap-child-master/images24/is_it_worth_img_02.svg","image/svg+xml","200","OK","Indexable","","","103","","https://theblueprint.training/wp-content/themes/understrap-child-master/images24/is_it_worth_img_02.svg"
"https://theblueprint.training/wp-content/uploads/2024/07/why_bp_ico_02.svg","image/svg+xml","200","OK","Indexable","","","74","","https://theblueprint.training/wp-content/uploads/2024/07/why_bp_ico_02.svg"
"https://theblueprint.training/white-label-ppc/","text/html; charset=UTF-8","200","OK","Indexable","","3430d5bc2af1ef88ff5a14a803fa4b8","46","https://theblueprint.training/white-label-ppc/","https://theblueprint.training/white-label-ppc/"
"https://theblueprint.training/wp-content/themes/understrap-child-master/images24/grow_ico24.svg","image/svg+xml","200","OK","Indexable","","","95","","https://theblueprint.training/wp-content/themes/understrap-child-master/images24/grow_ico24.svg"
"https://theblueprint.training/wp-content/uploads/2024/06/SearchEngineLand_logo_1920x1080-1.svg","image/svg+xml","200","OK","Indexable","","","94","","https://theblueprint.training/wp-content/uploads/2024/06/SearchEngineLand_logo_1920x1080-1.svg"
"https://theblueprint.training/wp-content/uploads/2024/08/Rectangle-767.png","image/png","200","OK","Indexable","","","74","","https://theblueprint.training/wp-content/uploads/2024/08/Rectangle-767.png"
"https://theblueprint.training/sign-up/","text/html; charset=UTF-8","200","OK","Indexable","","adf3ea703d7c4412629ae2a58ee1f295","38","https://theblueprint.training/sign-up/","https://theblueprint.training/sign-up/"
"https://theblueprint.training/wp-content/uploads/2024/06/03LH2OIsXFyeMgE8i9ynOOn-13.1569475340.fit_lim.svg","image/svg+xml","200","OK","Indexable","","","106","","https://theblueprint.training/wp-content/uploads/2024/06/03LH2OIsXFyeMgE8i9ynOOn-13.1569475340.fit_lim.svg"
"https://theblueprint.training/wp-content/uploads/2020/02/theblueprint-logo-3lines@8x.svg","image/svg+xml","200","OK","Indexable","","","88","","https://theblueprint.training/wp-content/uploads/2020/02/theblueprint-logo-3lines@8x.svg"
"https://theblueprint.training/wp-content/themes/understrap-child-master/images24/ryan_sign_img.svg","image/svg+xml","200","OK","Indexable","","","98","","https://theblueprint.training/wp-content/themes/understrap-child-master/images24/ryan_sign_img.svg"
"https://theblueprint.training/wp-content/uploads/2024/07/piller_24a_ico_5.svg","image/svg+xml","200","OK","Indexable","","","77","","https://theblueprint.training/wp-content/uploads/2024/07/piller_24a_ico_5.svg"
"https://theblueprint.training/wp-content/themes/understrap-child-master/BPT_CSS_2022/general_22.css","text/css","200","OK","Indexable","","","99","","https://theblueprint.training/wp-content/themes/understrap-child-master/BPT_CSS_2022/general_22.css"
"https://theblueprint.training/wp-content/uploads/2024/06/Group-2966.svg","image/svg+xml","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2024/06/Group-2966.svg"
"https://theblueprint.training/reviews","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","37","","https://theblueprint.training/reviews"
"https://theblueprint.training/about/","text/html; charset=UTF-8","200","OK","Indexable","","5ac1be64e21d3ed0f36828b5522e0922","36","https://theblueprint.training/about/","https://theblueprint.training/about/"
"https://theblueprint.training/community-rankings/","text/html; charset=UTF-8","200","OK","Indexable","","cee89ae8260e18c1f84312fa46f78084","49","https://theblueprint.training/community-rankings/","https://theblueprint.training/community-rankings/"
"https://theblueprint.training/wp-content/themes/understrap-child-master/src/js/headroom.min.js?ver=6.9.4","application/javascript","200","OK","Indexable","","","104","","https://theblueprint.training/wp-content/themes/understrap-child-master/src/js/headroom.min.js?ver=6.9.4"
"https://theblueprint.training/book/","text/html; charset=UTF-8","200","OK","Indexable","","f16e2d125831d7edefeb2d234524515d","35","https://theblueprint.training/book/","https://theblueprint.training/book/"
"https://theblueprint.training/wp-content/uploads/2024/08/Group-2586.svg","image/svg+xml","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2024/08/Group-2586.svg"
"https://theblueprint.training/wp-content/uploads/2022/06/YouTube-Video-Template-31-1-300x169.png","image/png","200","OK","Indexable","","","96","","https://theblueprint.training/wp-content/uploads/2022/06/YouTube-Video-Template-31-1-300x169.png"
"https://theblueprint.training/wp-content/uploads/2024/09/Rectangle-1419-2.png","image/png","200","OK","Indexable","","","77","","https://theblueprint.training/wp-content/uploads/2024/09/Rectangle-1419-2.png"
"https://theblueprint.training/coaching/","text/html; charset=UTF-8","200","OK","Indexable","","ceb5440eca89600614abe1a0442fe846","39","https://theblueprint.training/coaching/","https://theblueprint.training/coaching/"
"https://theblueprint.training/wp-content/themes/understrap-child-master/images24/ryanlink_img.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/themes/understrap-child-master/images24/ryanlink_img.png"
"https://theblueprint.training/wp-content/uploads/2024/08/100-.-Guest-Interview-BPT-3-copy-300x169.jpg","image/jpeg","200","OK","Indexable","","","101","","https://theblueprint.training/wp-content/uploads/2024/08/100-.-Guest-Interview-BPT-3-copy-300x169.jpg"
"https://theblueprint.training/wp-content/uploads/2024/12/125-.-Guest-Interview-BPT-8-copy-300x169.jpg","image/jpeg","200","OK","Indexable","","","101","","https://theblueprint.training/wp-content/uploads/2024/12/125-.-Guest-Interview-BPT-8-copy-300x169.jpg"
"https://theblueprint.training/wp-content/uploads/2024/08/98.-Guest-Interview-BPT-2-copy-300x169.jpg","image/jpeg","200","OK","Indexable","","","99","","https://theblueprint.training/wp-content/uploads/2024/08/98.-Guest-Interview-BPT-2-copy-300x169.jpg"
"https://theblueprint.training/wp-content/themes/understrap-child-master/images24/spotify_logo_24.png","image/png","200","OK","Indexable","","","100","","https://theblueprint.training/wp-content/themes/understrap-child-master/images24/spotify_logo_24.png"
"https://theblueprint.training/wp-content/uploads/2024/09/Rectangle-1419-3.png","image/png","200","OK","Indexable","","","77","","https://theblueprint.training/wp-content/uploads/2024/09/Rectangle-1419-3.png"
"https://theblueprint.training/darren-shaw-local-seo/","text/html; charset=UTF-8","200","OK","Indexable","","7ef8fceff02b7064417e54e2959186b1","52","https://theblueprint.training/darren-shaw-local-seo/","https://theblueprint.training/darren-shaw-local-seo/"
"https://theblueprint.training/agency-podcast/page/3/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","a047f319570e6e46171821d0bee3f0f9","52","https://theblueprint.training/agency-podcast/","https://theblueprint.training/agency-podcast/page/3/"
"https://theblueprint.training/wp-content/uploads/2021/06/YouTube-Video-Template-36-300x169.jpg","image/jpeg","200","OK","Indexable","","","94","","https://theblueprint.training/wp-content/uploads/2021/06/YouTube-Video-Template-36-300x169.jpg"
"https://theblueprint.training/jason-hennessey/","text/html; charset=UTF-8","200","OK","Indexable","","b0e7f0d7772f1781dc893e4b9765e602","46","https://theblueprint.training/jason-hennessey/","https://theblueprint.training/jason-hennessey/"
"https://theblueprint.training/wp-content/uploads/2024/07/104-.-Guest-Interview-BPT-5-copy-300x169.jpg","image/jpeg","200","OK","Indexable","","","101","","https://theblueprint.training/wp-content/uploads/2024/07/104-.-Guest-Interview-BPT-5-copy-300x169.jpg"
"https://theblueprint.training/jj-russell/","text/html; charset=UTF-8","200","OK","Indexable","","ee88d3071bbf5d3a77b7256434fcffc","41","https://theblueprint.training/jj-russell/","https://theblueprint.training/jj-russell/"
"https://theblueprint.training/author/ryan/","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","fe46561b5205dda3452d3053c5210192","42","","https://theblueprint.training/author/ryan/"
"https://theblueprint.training/chris-dreyer/","text/html; charset=UTF-8","200","OK","Indexable","","9632188a8d6b1dced5ee1bfd0c983857","43","https://theblueprint.training/chris-dreyer/","https://theblueprint.training/chris-dreyer/"
"https://theblueprint.training/nobs-links/","text/html; charset=UTF-8","200","OK","Indexable","","4fb9e2a0f80a30a088b647579ab89587","41","https://theblueprint.training/nobs-links/","https://theblueprint.training/nobs-links/"
"https://theblueprint.training/carrie-rose-rise-at-seven/","text/html; charset=UTF-8","200","OK","Indexable","","7624dc2e364c899eab4e64d7c4d1ee5b","56","https://theblueprint.training/carrie-rose-rise-at-seven/","https://theblueprint.training/carrie-rose-rise-at-seven/"
"https://theblueprint.training/wp-content/themes/understrap-child-master/images24/apple_podcast_logo_24.png","image/png","200","OK","Indexable","","","106","","https://theblueprint.training/wp-content/themes/understrap-child-master/images24/apple_podcast_logo_24.png"
"https://theblueprint.training/wp-content/themes/understrap-child-master/images24/youtube_logo_24.png","image/png","200","OK","Indexable","","","100","","https://theblueprint.training/wp-content/themes/understrap-child-master/images24/youtube_logo_24.png"
"https://theblueprint.training/wp-content/uploads/2020/03/Aaron-Gray-Blog-Image-300x170.png","image/png","200","OK","Indexable","","","90","","https://theblueprint.training/wp-content/uploads/2020/03/Aaron-Gray-Blog-Image-300x170.png"
"https://theblueprint.training/joey-gilkey-agency-sales/","text/html; charset=UTF-8","200","OK","Indexable","","be5a6241d86bb609c0631a5dce9171a7","55","https://theblueprint.training/joey-gilkey-agency-sales/","https://theblueprint.training/joey-gilkey-agency-sales/"
"https://theblueprint.training/wp-content/uploads/2020/04/112-.-Guest-Interview-BPT-6-copy-300x169.jpg","image/jpeg","200","OK","Indexable","","","101","","https://theblueprint.training/wp-content/uploads/2020/04/112-.-Guest-Interview-BPT-6-copy-300x169.jpg"
"https://theblueprint.training/joy-hawkins/","text/html; charset=UTF-8","200","OK","Indexable","","10f72a1b947813a51575e0b8e493eb13","42","https://theblueprint.training/joy-hawkins/","https://theblueprint.training/joy-hawkins/"
"https://theblueprint.training/wp-content/themes/understrap-child-master/images24/pdhdr24_img.jpg","image/jpeg","200","OK","Indexable","","","96","","https://theblueprint.training/wp-content/themes/understrap-child-master/images24/pdhdr24_img.jpg"
"https://theblueprint.training/wp-content/uploads/2024/09/Rectangle-1419-1.png","image/png","200","OK","Indexable","","","77","","https://theblueprint.training/wp-content/uploads/2024/09/Rectangle-1419-1.png"
"https://theblueprint.training/wp-content/uploads/2024/09/Rectangle-1419.png","image/png","200","OK","Indexable","","","75","","https://theblueprint.training/wp-content/uploads/2024/09/Rectangle-1419.png"
"https://theblueprint.training/wp-content/uploads/2021/01/xnuo7jr2-1-1.png","image/png","200","OK","Indexable","","","73","","https://theblueprint.training/wp-content/uploads/2021/01/xnuo7jr2-1-1.png"
"https://theblueprint.training/wp-content/uploads/2025/10/Screenshot-2025-10-29-at-2.20.40-PM.png","image/png","200","OK","Indexable","","","96","","https://theblueprint.training/wp-content/uploads/2025/10/Screenshot-2025-10-29-at-2.20.40-PM.png"
"https://theblueprint.training/agency-podcast/page/2/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","62282718188834cefd93ebd5b80c97c3","52","https://theblueprint.training/agency-podcast/","https://theblueprint.training/agency-podcast/page/2/"
"https://theblueprint.training/agency-podcast/page/4/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","7c31afe4d0e4f741c7e54ce61b2681ea","52","https://theblueprint.training/agency-podcast/","https://theblueprint.training/agency-podcast/page/4/"
"https://theblueprint.training/wp-content/uploads/2026/01/Screenshot-2026-01-20-at-10.24.20-AM.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/uploads/2026/01/Screenshot-2026-01-20-at-10.24.20-AM.png"
"https://theblueprint.training/wp-content/uploads/2021/01/Screen-Shot-2021-01-30-at-8.59.39-AM.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/uploads/2021/01/Screen-Shot-2021-01-30-at-8.59.39-AM.png"
"https://theblueprint.training/wp-content/uploads/2021/01/3fys8qrv-1.png","image/png","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2021/01/3fys8qrv-1.png"
"https://theblueprint.training/wp-content/uploads/2021/01/Screen-Shot-2020-05-13-at-2.02.01-PM.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/uploads/2021/01/Screen-Shot-2020-05-13-at-2.02.01-PM.png"
"https://theblueprint.training/wp-content/uploads/2021/01/Screen-Shot-2020-12-15-at-9.05.43-AM.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/uploads/2021/01/Screen-Shot-2020-12-15-at-9.05.43-AM.png"
"https://theblueprint.training/wp-content/uploads/2021/01/Screen-Shot-2021-01-30-at-9.00.20-AM.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/uploads/2021/01/Screen-Shot-2021-01-30-at-9.00.20-AM.png"
"https://theblueprint.training/wp-content/uploads/2021/01/1v4g6icn-1-1.png","image/png","200","OK","Indexable","","","73","","https://theblueprint.training/wp-content/uploads/2021/01/1v4g6icn-1-1.png"
"https://theblueprint.training/wp-content/uploads/2021/08/Screenshot-2021-08-30-at-14.08.21-e1630326631923.png","image/png","200","OK","Indexable","","","109","","https://theblueprint.training/wp-content/uploads/2021/08/Screenshot-2021-08-30-at-14.08.21-e1630326631923.png"
"https://theblueprint.training/wp-content/uploads/2023/01/Screen-Shot-2023-01-20-at-1.22.36-PM.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/uploads/2023/01/Screen-Shot-2023-01-20-at-1.22.36-PM.png"
"https://theblueprint.training/wp-content/uploads/2022/02/kosjvwes-1.png","image/png","200","OK","Indexable","","","71","","https://theblueprint.training/wp-content/uploads/2022/02/kosjvwes-1.png"
"https://theblueprint.training/wp-content/uploads/2021/08/Screen-Shot-2021-08-15-at-5.27.10-PM.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/uploads/2021/08/Screen-Shot-2021-08-15-at-5.27.10-PM.png"
"https://theblueprint.training/wp-content/uploads/2021/01/0pwgd0rl-1-1.png","image/png","200","OK","Indexable","","","73","","https://theblueprint.training/wp-content/uploads/2021/01/0pwgd0rl-1-1.png"
"https://theblueprint.training/wp-content/uploads/2021/04/Screen-Shot-2021-04-03-at-11.28.02-AM.png","image/png","200","OK","Indexable","","","98","","https://theblueprint.training/wp-content/uploads/2021/04/Screen-Shot-2021-04-03-at-11.28.02-AM.png"
"https://theblueprint.training/wp-content/uploads/2025/12/Screenshot-2025-12-17-at-21.51.52.png","image/png","200","OK","Indexable","","","94","","https://theblueprint.training/wp-content/uploads/2025/12/Screenshot-2025-12-17-at-21.51.52.png"
"https://theblueprint.training/wp-content/uploads/2021/01/52mb6a85-1-2.png","image/png","200","OK","Indexable","","","73","","https://theblueprint.training/wp-content/uploads/2021/01/52mb6a85-1-2.png"
"https://theblueprint.training/wp-content/uploads/2021/07/Screen-Shot-2021-07-25-at-2.08.58-PM.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/uploads/2021/07/Screen-Shot-2021-07-25-at-2.08.58-PM.png"
"https://theblueprint.training/wp-content/uploads/2021/11/Screen-Shot-2021-11-19-at-8.12.06-AM.png","image/png","200","OK","Indexable","","","97","","https://theblueprint.training/wp-content/uploads/2021/11/Screen-Shot-2021-11-19-at-8.12.06-AM.png"
